0,1,2,3,4,5,6,7,8,9,10
soda,butter,,,,,,,,,
other vegetables,liquor (appetizer),,,,,,,,,
herbs,soft cheese,,,,,,,,,
frozen vegetables,specialty bar,,,,,,,,,
fruit/vegetable juice,pasta,,,,,,,,,
canned beer,other vegetables,salty snack,,,,,,,,
tropical fruit,canned fish,,,,,,,,,
sausage,sliced cheese,,,,,,,,,
berries,sugar,female sanitary products,dessert,,,,,,,
soda,candy,,,,,,,,,
condensed milk,processed cheese,rolls/buns,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
rice,dish cleaner,,,,,,,,,
ice cream,butter,,,,,,,,,
brown bread,newspapers,margarine,,,,,,,,
canned beer,root vegetables,,,,,,,,,
photo/film,onions,,,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
whole milk,candy,,,,,,,,,
bottled beer,semi-finished bread,,,,,,,,,
onions,curd,,,,,,,,,
frozen vegetables,bottled water,,,,,,,,,
whole milk,yogurt,yogurt,rolls/buns,,,,,,,
whole milk,other vegetables,,,,,,,,,
yogurt,beverages,,,,,,,,,
finished products,other vegetables,,,,,,,,,
beef,meat spreads,,,,,,,,,
canned beer,misc. beverages,long life bakery product,,,,,,,,
hard cheese,dessert,,,,,,,,,
beverages,coffee,,,,,,,,,
butter,whole milk,,,,,,,,,
other vegetables,berries,,,,,,,,,
bottled water,domestic eggs,pickled vegetables,margarine,,,,,,,
bottled beer,rolls/buns,herbs,UHT-milk,,,,,,,
root vegetables,brown bread,,,,,,,,,
frankfurter,grapes,soda,seasonal products,,,,,,,
yogurt,bottled beer,,,,,,,,,
beef,bottled water,bottled water,,,,,,,,
chicken,salty snack,,,,,,,,,
salty snack,chocolate marshmallow,,,,,,,,,
rice,coffee,,,,,,,,,
margarine,cereals,,,,,,,,,
cream cheese ,yogurt,sugar,,,,,,,,
dish cleaner,bottled beer,fruit/vegetable juice,,,,,,,,
pip fruit,coffee,UHT-milk,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
tropical fruit,chocolate marshmallow,napkins,bottled water,,,,,,,
beef,frozen dessert,,,,,,,,,
other vegetables,roll products ,,,,,,,,,
chocolate marshmallow,whipped/sour cream,,,,,,,,,
canned vegetables,chicken,rolls/buns,,,,,,,,
bottled water,bottled water,,,,,,,,,
soda,chocolate,,,,,,,,,
red/blush wine,whole milk,margarine,,,,,,,,
soft cheese,bottled beer,,,,,,,,,
berries,white bread,,,,,,,,,
sausage,pip fruit,,,,,,,,,
tropical fruit,cat food,pot plants,curd,soft cheese,soft cheese,,,,,
salty snack,semi-finished bread,sliced cheese,,,,,,,,
whole milk,frozen potato products,,,,,,,,,
tropical fruit,rolls/buns,zwieback,,,,,,,,
root vegetables,yogurt,specialty bar,,,,,,,,
root vegetables,yogurt,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
newspapers,spread cheese,,,,,,,,,
canned beer,whole milk,frankfurter,frankfurter,dishes,rolls/buns,pip fruit,canned vegetables,,,
tropical fruit,newspapers,beef,tropical fruit,domestic eggs,detergent,frozen vegetables,grapes,processed cheese,,
tropical fruit,canned beer,,,,,,,,,
curd,grapes,curd,shopping bags,,,,,,,
canned beer,pastry,,,,,,,,,
white bread,specialty bar,newspapers,,,,,,,,
other vegetables,canned fish,white bread,waffles,,,,,,,
hamburger meat,pastry,,,,,,,,,
tropical fruit,grapes,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
white wine,cat food,,,,,,,,,
cat food,pasta,,,,,,,,,
oil,bottled beer,yogurt,,,,,,,,
ham,coffee,,,,,,,,,
canned fish,rolls/buns,,,,,,,,,
rolls/buns,pickled vegetables,,,,,,,,,
butter milk,meat,curd,soda,long life bakery product,,,,,,
chicken,frozen fish,sugar,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
tropical fruit,bottled beer,other vegetables,oil,,,,,,,
frankfurter,brown bread,,,,,,,,,
canned beer,whole milk,,,,,,,,,
tropical fruit,tropical fruit,whole milk,,,,,,,,
other vegetables,whole milk,,,,,,,,,
bottled beer,whole milk,soda,whole milk,soft cheese,soda,shopping bags,sugar,,,
other vegetables,cream cheese ,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
packaged fruit/vegetables,specialty bar,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
whole milk,candy,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
herbs,specialty chocolate,red/blush wine,salad dressing,,,,,,,
pip fruit,flour,,,,,,,,,
root vegetables,napkins,,,,,,,,,
pork,napkins,,,,,,,,,
sausage,domestic eggs,domestic eggs,,,,,,,,
soft cheese,sliced cheese,soda,,,,,,,,
whole milk,ice cream,,,,,,,,,
citrus fruit,meat,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
pastry,bottled beer,fruit/vegetable juice,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
root vegetables,frozen vegetables,misc. beverages,,,,,,,,
roll products ,soda,other vegetables,,,,,,,,
pork,whole milk,,,,,,,,,
whipped/sour cream,curd,shopping bags,,,,,,,,
coffee,soda,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
finished products,popcorn,,,,,,,,,
berries,whipped/sour cream,bottled water,,,,,,,,
beef,frankfurter,canned beer,pip fruit,brown bread,frozen vegetables,newspapers,misc. beverages,,,
tropical fruit,cat food,soda,,,,,,,,
yogurt,whole milk,,,,,,,,,
bottled water,napkins,fruit/vegetable juice,hard cheese,,,,,,,
root vegetables,white bread,meat spreads,,,,,,,,
condensed milk,rolls/buns,,,,,,,,,
pip fruit,frozen vegetables,,,,,,,,,
pastry,whole milk,,,,,,,,,
shopping bags,tropical fruit,red/blush wine,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
pastry,bottled water,dishes,whole milk,canned beer,,,,,,
hygiene articles,white bread,,,,,,,,,
other vegetables,dessert,,,,,,,,,
curd,chicken,,,,,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
curd,soda,rolls/buns,,,,,,,,
beverages,canned vegetables,,,,,,,,,
brown bread,rolls/buns,soda,whole milk,,,,,,,
yogurt,coffee,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
grapes,chicken,,,,,,,,,
hamburger meat,butter milk,,,,,,,,,
frankfurter,pork,rolls/buns,grapes,,,,,,,
meat,other vegetables,,,,,,,,,
chicken,frozen vegetables,,,,,,,,,
turkey,yogurt,,,,,,,,,
margarine,napkins,,,,,,,,,
soda,whole milk,soda,specialty bar,bottled water,,,,,,
ice cream,pasta,,,,,,,,,
tropical fruit,onions,,,,,,,,,
cat food,whole milk,chocolate,,,,,,,,
canned beer,misc. beverages,,,,,,,,,
ham,roll products ,brown bread,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
tropical fruit,butter,frozen fruits,,,,,,,,
domestic eggs,hamburger meat,shopping bags,,,,,,,,
whole milk,condensed milk,,,,,,,,,
bottled beer,pastry,,,,,,,,,
whole milk,napkins,,,,,,,,,
hamburger meat,pork,,,,,,,,,
pork,soda,brandy,sausage,rolls/buns,whole milk,yogurt,frozen dessert,shopping bags,,
chicken,other vegetables,,,,,,,,,
tropical fruit,hamburger meat,,,,,,,,,
bottled water,butter,,,,,,,,,
frozen meals,brown bread,dishes,,,,,,,,
citrus fruit,rolls/buns,napkins,soda,,,,,,,
pork,pastry,,,,,,,,,
onions,hamburger meat,whole milk,tropical fruit,pet care,root vegetables,yogurt,flour,,,
root vegetables,soda,other vegetables,,,,,,,,
mustard,whole milk,,,,,,,,,
fruit/vegetable juice,white wine,,,,,,,,,
whole milk,whole milk,whole milk,domestic eggs,,,,,,,
nut snack,butter,,,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
berries,long life bakery product,,,,,,,,,
root vegetables,waffles,,,,,,,,,
sausage,oil,cream cheese ,,,,,,,,
yogurt,cookware,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
sausage,curd,meat spreads,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
citrus fruit,hamburger meat,,,,,,,,,
soda,other vegetables,,,,,,,,,
chocolate,pasta,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
UHT-milk,cling film/bags,,,,,,,,,
meat,cake bar,,,,,,,,,
beverages,hamburger meat,other vegetables,canned beer,,,,,,,
cream cheese ,newspapers,,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
newspapers,frozen meals,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
whole milk,margarine,,,,,,,,,
yogurt,tea,,,,,,,,,
rolls/buns,napkins,newspapers,,,,,,,,
pork,brown bread,,,,,,,,,
tropical fruit,whole milk,chocolate,,,,,,,,
hamburger meat,pip fruit,,,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
cereals,bottled water,,,,,,,,,
whole milk,whole milk,,,,,,,,,
frozen meals,butter,whole milk,brandy,,,,,,,
bottled beer,fruit/vegetable juice,,,,,,,,,
citrus fruit,rolls/buns,canned fish,,,,,,,,
baby cosmetics,bottled water,,,,,,,,,
chocolate,yogurt,,,,,,,,,
yogurt,waffles,,,,,,,,,
softener,salt,whole milk,,,,,,,,
whole milk,frankfurter,yogurt,pip fruit,dessert,soda,margarine,,,,
bottled water,yogurt,,,,,,,,,
tropical fruit,whole milk,dog food,,,,,,,,
frankfurter,ketchup,,,,,,,,,
rolls/buns,pip fruit,margarine,,,,,,,,
bottled beer,hamburger meat,,,,,,,,,
preservation products,soups,,,,,,,,,
cream cheese ,frozen meals,,,,,,,,,
tropical fruit,yogurt,semi-finished bread,soda,,,,,,,
white bread,UHT-milk,,,,,,,,,
root vegetables,whipped/sour cream,chocolate,,,,,,,,
zwieback,brown bread,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
citrus fruit,beverages,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
tropical fruit,curd,,,,,,,,,
long life bakery product,salty snack,,,,,,,,,
fruit/vegetable juice,beverages,,,,,,,,,
canned beer,beverages,,,,,,,,,
bottled beer,bottled water,,,,,,,,,
softener,salty snack,,,,,,,,,
other vegetables,margarine,,,,,,,,,
bottled beer,Instant food products,,,,,,,,,
newspapers,coffee,soft cheese,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
sweet spreads,newspapers,,,,,,,,,
beef,long life bakery product,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
whole milk,cat food,processed cheese,rolls/buns,,,,,,,
candy,rolls/buns,UHT-milk,,,,,,,,
cocoa drinks,red/blush wine,,,,,,,,,
sausage,sliced cheese,,,,,,,,,
fruit/vegetable juice,waffles,tropical fruit,domestic eggs,liquor (appetizer),dessert,,,,,
meat,pasta,baking powder,,,,,,,,
meat spreads,ketchup,,,,,,,,,
rolls/buns,candy,,,,,,,,,
misc. beverages,citrus fruit,napkins,,,,,,,,
hamburger meat,pastry,,,,,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
instant coffee,berries,,,,,,,,,
other vegetables,whole milk,artif. sweetener,,,,,,,,
hamburger meat,white bread,,,,,,,,,
condensed milk,pastry,,,,,,,,,
meat,detergent,canned beer,,,,,,,,
soda,soda,,,,,,,,,
tropical fruit,citrus fruit,male cosmetics,,,,,,,,
canned beer,bottled beer,,,,,,,,,
rolls/buns,white bread,,,,,,,,,
brown bread,margarine,chocolate,fruit/vegetable juice,,,,,,,
bottled beer,other vegetables,,,,,,,,,
pastry,butter milk,hygiene articles,,,,,,,,
ham,chicken,canned beer,other vegetables,napkins,,,,,,
other vegetables,whole milk,,,,,,,,,
ham,whole milk,,,,,,,,,
whipped/sour cream,candy,butter,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
bottled water,tropical fruit,whipped/sour cream,,,,,,,,
rolls/buns,coffee,,,,,,,,,
sausage,other vegetables,,,,,,,,,
coffee,whole milk,canned fruit,,,,,,,,
chicken,coffee,newspapers,,,,,,,,
hamburger meat,dessert,,,,,,,,,
herbs,packaged fruit/vegetables,,,,,,,,,
whole milk,brown bread,soda,,,,,,,,
other vegetables,dessert,,,,,,,,,
pork,bottled water,,,,,,,,,
brown bread,shopping bags,,,,,,,,,
sausage,beverages,,,,,,,,,
frozen vegetables,canned beer,,,,,,,,,
ham,rolls/buns,whole milk,rum,berries,cleaner,,,,,
margarine,rolls/buns,,,,,,,,,
beef,beef,,,,,,,,,
tropical fruit,pip fruit,prosecco,,,,,,,,
sliced cheese,pasta,,,,,,,,,
semi-finished bread,whole milk,fruit/vegetable juice,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
beef,rolls/buns,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
frankfurter,soda,,,,,,,,,
coffee,frankfurter,frankfurter,bottled beer,butter,margarine,sugar,brown bread,soda,,
berries,other vegetables,,,,,,,,,
chocolate,yogurt,,,,,,,,,
turkey,kitchen towels,,,,,,,,,
root vegetables,seasonal products,,,,,,,,,
finished products,pork,onions,pasta,tropical fruit,soda,pastry,,,,
dessert,butter,,,,,,,,,
napkins,mustard,,,,,,,,,
ham,soft cheese,fruit/vegetable juice,sugar,,,,,,,
pork,rolls/buns,,,,,,,,,
chicken,tropical fruit,waffles,whipped/sour cream,brown bread,,,,,,
chewing gum,curd,yogurt,,,,,,,,
canned fruit,detergent,,,,,,,,,
specialty chocolate,soda,chocolate,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
tropical fruit,citrus fruit,frankfurter,spices,butter milk,UHT-milk,,,,,
white bread,mayonnaise,,,,,,,,,
bottled water,beef,,,,,,,,,
sausage,chocolate,semi-finished bread,whole milk,rum,bottled beer,,,,,
dessert,shopping bags,flour,,,,,,,,
turkey,pip fruit,,,,,,,,,
root vegetables,sliced cheese,newspapers,shopping bags,,,,,,,
chicken,tropical fruit,,,,,,,,,
tropical fruit,other vegetables,hygiene articles,,,,,,,,
bottled water,salty snack,,,,,,,,,
meat,sugar,margarine,cat food,,,,,,,
meat,misc. beverages,,,,,,,,,
other vegetables,soda,,,,,,,,,
meat,pasta,,,,,,,,,
chewing gum,condensed milk,,,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
other vegetables,whole milk,yogurt,hard cheese,bottled beer,,,,,,
yogurt,sugar,,,,,,,,,
grapes,coffee,,,,,,,,,
whole milk,whipped/sour cream,newspapers,,,,,,,,
cling film/bags,fruit/vegetable juice,,,,,,,,,
other vegetables,kitchen towels,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
pastry,coffee,,,,,,,,,
chicken,soda,dishes,,,,,,,,
frankfurter,rolls/buns,rolls/buns,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
whole milk,bottled water,,,,,,,,,
sausage,sausage,,,,,,,,,
coffee,long life bakery product,,,,,,,,,
butter milk,soda,,,,,,,,,
soda,oil,,,,,,,,,
margarine,bottled water,,,,,,,,,
pork,UHT-milk,,,,,,,,,
soda,semi-finished bread,,,,,,,,,
shopping bags,root vegetables,,,,,,,,,
chicken,condensed milk,,,,,,,,,
sausage,newspapers,,,,,,,,,
beef,rolls/buns,,,,,,,,,
domestic eggs,dessert,,,,,,,,,
brown bread,pastry,canned beer,,,,,,,,
curd,soda,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
other vegetables,yogurt,Instant food products,,,,,,,,
sausage,other vegetables,,,,,,,,,
other vegetables,potato products,napkins,,,,,,,,
sausage,canned beer,,,,,,,,,
meat,domestic eggs,,,,,,,,,
beverages,shopping bags,,,,,,,,,
pork,brown bread,,,,,,,,,
white bread,frozen fruits,,,,,,,,,
cleaner,pip fruit,pastry,,,,,,,,
butter,soda,,,,,,,,,
onions,pastry,,,,,,,,,
other vegetables,soda,hard cheese,coffee,whipped/sour cream,newspapers,,,,,
pastry,detergent,rice,,,,,,,,
pip fruit,rolls/buns,whole milk,,,,,,,,
pet care,frozen vegetables,spices,,,,,,,,
other vegetables,rolls/buns,soda,,,,,,,,
onions,liquor (appetizer),,,,,,,,,
canned beer,coffee,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
other vegetables,beef,,,,,,,,,
ice cream,specialty chocolate,semi-finished bread,,,,,,,,
whole milk,butter milk,rubbing alcohol,fruit/vegetable juice,,,,,,,
photo/film,chewing gum,,,,,,,,,
onions,soda,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
bottled water,ham,brown bread,yogurt,,,,,,,
beef,yogurt,,,,,,,,,
hamburger meat,tropical fruit,beverages,yogurt,soda,,,,,,
sausage,berries,,,,,,,,,
specialty chocolate,fruit/vegetable juice,fruit/vegetable juice,rolls/buns,,,,,,,
coffee,other vegetables,,,,,,,,,
soda,soda,,,,,,,,,
other vegetables,citrus fruit,pork,shopping bags,,,,,,,
canned beer,pastry,,,,,,,,,
newspapers,margarine,,,,,,,,,
beverages,cat food,,,,,,,,,
chewing gum,rolls/buns,,,,,,,,,
butter,whole milk,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
ham,canned beer,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
pastry,bottled water,candles,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
curd,soda,sugar,specialty chocolate,artif. sweetener,,,,,,
other vegetables,bottled water,,,,,,,,,
rum,sugar,,,,,,,,,
yogurt,other vegetables,soft cheese,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
pip fruit,soda,,,,,,,,,
coffee,root vegetables,bottled beer,,,,,,,,
beverages,butter milk,,,,,,,,,
citrus fruit,margarine,,,,,,,,,
chicken,oil,chocolate,candy,,,,,,,
bottled water,waffles,white bread,,,,,,,,
other vegetables,canned beer,newspapers,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
hamburger meat,other vegetables,domestic eggs,,,,,,,,
whole milk,canned beer,cat food,,,,,,,,
rolls/buns,bottled water,white bread,brown bread,,,,,,,
canned vegetables,pasta,,,,,,,,,
turkey,bottled water,other vegetables,newspapers,,,,,,,
turkey,flour,,,,,,,,,
newspapers,long life bakery product,,,,,,,,,
coffee,rolls/buns,soda,,,,,,,,
frankfurter,frankfurter,ham,beef,baby cosmetics,other vegetables,domestic eggs,artif. sweetener,margarine,,
whole milk,onions,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
other vegetables,soda,,,,,,,,,
napkins,packaged fruit/vegetables,shopping bags,,,,,,,,
pork,detergent,bottled beer,,,,,,,,
chocolate,citrus fruit,yogurt,,,,,,,,
fruit/vegetable juice,beef,,,,,,,,,
hamburger meat,spices,chocolate,,,,,,,,
citrus fruit,napkins,,,,,,,,,
whole milk,sparkling wine,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
sausage,brown bread,,,,,,,,,
beef,whole milk,frozen vegetables,soda,,,,,,,
cream,newspapers,,,,,,,,,
other vegetables,cat food,bottled water,,,,,,,,
meat,chocolate,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
sausage,whole milk,dessert,UHT-milk,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
UHT-milk,rice,newspapers,,,,,,,,
meat,whole milk,ready soups,,,,,,,,
turkey,whipped/sour cream,butter,,,,,,,,
hard cheese,white wine,,,,,,,,,
white bread,liquor (appetizer),shopping bags,,,,,,,,
specialty chocolate,rolls/buns,,,,,,,,,
organic sausage,other vegetables,hard cheese,bottled water,,,,,,,
citrus fruit,whole milk,,,,,,,,,
yogurt,cookware,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
waffles,beverages,,,,,,,,,
soda,whole milk,,,,,,,,,
canned beer,whole milk,soda,,,,,,,,
whole milk,waffles,,,,,,,,,
whole milk,chocolate,,,,,,,,,
canned beer,pip fruit,sugar,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
yogurt,bottled water,processed cheese,,,,,,,,
pip fruit,cookware,rolls/buns,whole milk,,,,,,,
other vegetables,finished products,beef,whole milk,chocolate,sugar,,,,,
coffee,berries,,,,,,,,,
bottled water,coffee,,,,,,,,,
pastry,female sanitary products,,,,,,,,,
whisky,shopping bags,rum,,,,,,,,
pip fruit,whole milk,whole milk,,,,,,,,
chicken,tropical fruit,,,,,,,,,
ham,cream cheese ,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
other vegetables,sugar,oil,,,,,,,,
frankfurter,canned beer,,,,,,,,,
berries,waffles,,,,,,,,,
berries,other vegetables,,,,,,,,,
specialty bar,margarine,,,,,,,,,
candy,baking powder,canned fish,,,,,,,,
bottled water,frankfurter,curd,butter milk,,,,,,,
dessert,yogurt,,,,,,,,,
UHT-milk,citrus fruit,frozen vegetables,,,,,,,,
sugar,frozen fish,,,,,,,,,
sausage,grapes,,,,,,,,,
packaged fruit/vegetables,margarine,napkins,,,,,,,,
soda,zwieback,,,,,,,,,
canned beer,soda,,,,,,,,,
soda,margarine,soda,,,,,,,,
soda,sweet spreads,bottled beer,frozen meals,pasta,,,,,,
white bread,shopping bags,,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
tropical fruit,candy,,,,,,,,,
beef,frozen meals,,,,,,,,,
fruit/vegetable juice,vinegar,,,,,,,,,
salty snack,frozen meals,,,,,,,,,
whole milk,soda,,,,,,,,,
salty snack,pip fruit,photo/film,domestic eggs,rolls/buns,,,,,,
white wine,cream cheese ,,,,,,,,,
root vegetables,frozen meals,shopping bags,margarine,,,,,,,
sausage,domestic eggs,mayonnaise,soda,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
pastry,sauces,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
pip fruit,berries,white wine,other vegetables,,,,,,,
brown bread,rolls/buns,,,,,,,,,
whole milk,beef,rolls/buns,curd,white bread,,,,,,
dessert,newspapers,domestic eggs,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
soda,root vegetables,,,,,,,,,
sausage,newspapers,,,,,,,,,
cling film/bags,coffee,,,,,,,,,
butter,bottled water,,,,,,,,,
beverages,specialty fat,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
shopping bags,snack products,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
whole milk,onions,,,,,,,,,
sausage,soda,,,,,,,,,
white bread,make up remover,,,,,,,,,
soda,newspapers,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
rice,jam,,,,,,,,,
whole milk,yogurt,,,,,,,,,
tropical fruit,pastry,cream cheese ,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
sausage,soda,,,,,,,,,
sausage,bottled beer,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
dental care,curd,,,,,,,,,
bottled water,yogurt,spices,fruit/vegetable juice,,,,,,,
pork,long life bakery product,,,,,,,,,
pork,root vegetables,,,,,,,,,
fruit/vegetable juice,herbs,,,,,,,,,
pork,pastry,,,,,,,,,
pip fruit,pastry,,,,,,,,,
tea,light bulbs,,,,,,,,,
spread cheese,frankfurter,ice cream,citrus fruit,pip fruit,cake bar,other vegetables,yogurt,rolls/buns,,
pip fruit,processed cheese,yogurt,,,,,,,,
newspapers,salty snack,,,,,,,,,
whole milk,sausage,,,,,,,,,
soda,shopping bags,,,,,,,,,
other vegetables,processed cheese,,,,,,,,,
root vegetables,whipped/sour cream,root vegetables,canned beer,,,,,,,
onions,bottled water,cream cheese ,hard cheese,,,,,,,
other vegetables,pastry,,,,,,,,,
pork,other vegetables,shopping bags,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
beef,long life bakery product,,,,,,,,,
meat,processed cheese,root vegetables,cat food,,,,,,,
UHT-milk,pip fruit,,,,,,,,,
sausage,pork,pip fruit,other vegetables,hard cheese,,,,,,
canned beer,whole milk,bottled beer,,,,,,,,
shopping bags,whole milk,,,,,,,,,
soda,rolls/buns,,,,,,,,,
whole milk,cleaner,,,,,,,,,
berries,frozen vegetables,,,,,,,,,
yogurt,citrus fruit,pastry,,,,,,,,
citrus fruit,domestic eggs,,,,,,,,,
root vegetables,sliced cheese,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
other vegetables,bottled water,cereals,,,,,,,,
ham,dessert,yogurt,,,,,,,,
frozen meals,whole milk,,,,,,,,,
whole milk,berries,yogurt,,,,,,,,
berries,whole milk,other vegetables,,,,,,,,
chicken,root vegetables,,,,,,,,,
root vegetables,butter,dessert,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
pip fruit,white wine,whole milk,,,,,,,,
sausage,other vegetables,,,,,,,,,
canned beer,yogurt,,,,,,,,,
chicken,frozen dessert,,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
pastry,tropical fruit,citrus fruit,coffee,,,,,,,
curd,root vegetables,dish cleaner,,,,,,,,
